Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2019 Toyota Tacoma TRD Off Road,"$35,678 ", Four-wheel Drive ,Gasoline ,6-Speed Manual,3.5L V6 24V PDI DOHC," 72,805 mi. "
2023 Toyota Tundra Limited,"$60,121 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 21 mi. 
2023 Toyota Tundra SR5,"$51,999 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 30 mi. 
2017 Toyota Corolla XLE,"$15,962 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC," 109,730 mi. "
2023 Toyota Corolla Hybrid LE,"$29,293 ", Front-wheel Drive ,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid, 2 mi. 
2023 Toyota Tundra SR5,"$51,999 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 3 mi. 
2023 Toyota Crown Limited,"$42,811 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 4 mi. 
2023 Toyota Tundra SR5,"$52,999 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 3 mi. 
2023 Lexus RX 350h Premium Plus,"$62,125 ", AWD ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 4 mi. 
2023 Lexus RX 350h Premium,"$55,235 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 4 mi. 
2023 Lexus RX 350h Premium Plus,"$61,835 ", AWD ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 4 mi. 
2023 Lexus RX 350h Luxury,"$67,125 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 4 mi. 
2023 BMW i4 Gran Coupe eDrive40,"$62,370 ", Rear-wheel Drive ,Automatic,Electric, WBY73AW09PFP54202 ,"

Keyless StartNavigation SystemPower Liftgate

"
2024 BMW X7 xDrive40i,"$89,345 ", All-wheel Drive ,Gasoline ,Automatic,3.0L, 10 mi. 
2023 BMW X6 xDrive40i,"$82,120 ", All-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo," 1,073 mi. "
2024 BMW X5 M60I,"$105,745 ", All-wheel Drive ,Gasoline ,Automatic,4.4L, 7 mi. 
2023 BMW M550 i xDrive,"$89,845 ", All-wheel Drive ,Gasoline ,Automatic,4.4L V8 32V GDI DOHC Twin Turbo, 10 mi. 
2023 BMW X3 xDrive30i,"$56,825 ", AWD ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2023 BMW M550 i xDrive,"$85,330 ", All-wheel Drive ,Gasoline ,Automatic,4.4L V8 32V GDI DOHC Twin Turbo, 10 mi. 
2023 INFINITI QX80 PREMIUM SELECT,"$77,485 ", Four-wheel Drive ,Gasoline ,Automatic,5.6L V8 32V GDI DOHC, 5 mi. 
2023 INFINITI Q50 LUXE,"$45,958 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 5 mi. 
2020 Honda Accord EX-L 1.5T,"$27,885 ", Front-wheel Drive ,Gasoline ,CVT,"1.5L I-4 gasoline direct injection, DOHC, i-VTEC variable valve"," 25,220 mi. "
2023 Audi SQ5 3.0T Premium Plus,"$68,230 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Turbo, 16 mi. 
2023 Audi A5 45 S line Premium Plus,"$55,665 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 25 mi. 
2023 Audi Q3 45 S line Premium Plus,"$49,585 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Audi Q4 e-tron 50 Premium Plus,"$63,275 ", All-wheel Drive ,1-Speed Automatic,Electric, WA1L2BFZ9PP043921 ,"

Adaptive Cruise ControlHeated Steering WheelKeyless StartNavigation System

"
2023 Audi A6 55 Premium Plus,"$66,540 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 9 mi. 
2023 Audi SQ5 3.0T Premium,"$61,025 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Turbo, 8 mi. 
2023 Audi Q8 55 Premium Plus,"$83,905 ", All-wheel Drive ,Gasoline ,Automatic with Tiptronic,3.0L V6 24V GDI DOHC Turbo, 25 mi. 
2023 Audi A4 45 S line Premium Plus,"$50,660 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 4 mi. 
2022 Mercedes-Benz A-Class A 220 4MATIC,"$45,790 ", All-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo," 3,335 mi. "
2023 Mercedes-Benz CLA 250 Base 4MATIC,"$49,250 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo," 4,659 mi. "
2023 Mercedes-Benz CLA 250 Base 4MATIC,"$47,460 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo," 1,899 mi. "
2023 Mercedes-Benz AMG EQS Base,"$160,305 ", All-wheel Drive ,Automatic,Electric, W1KCG5FB1PA038488 ,"

Adaptive Cruise ControlHeated SeatsKeyless StartNavigation SystemPower Liftgate

"
2023 Mercedes-Benz E-Class E 450 4MATIC,"$84,655 ", All-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 7 mi. 
2022 Mercedes-Benz AMG SL 63 Base,"$199,985 ", All-wheel Drive ,Gasoline ,Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 19 mi. 
2019 Tesla Model S Performance,"$57,995 ", All-wheel Drive ,1-Speed Automatic,Electric, 5YJSA1E46KF335114 ,"

Heated Steering WheelKeyless StartNavigation SystemPower Liftgate

"
2023 GMC Savana 2500 Work Van,"$43,028 ", Rear-wheel Drive ,Gasoline ,Automatic,4.3L V6 12V GDI OHV, 37 mi. 
2023 Mercedes-Benz AMG CLA 45 Base 4MATIC,"$70,555 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V PDI DOHC Turbo, 8 mi. 
2023 Mercedes-Benz AMG GLE 53 Base,"$96,195 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo, 6 mi. 
2022 Lincoln Navigator Standard,"$84,660 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 7 mi. 
2022 BMW X7 xDrive40i,"$77,800 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo," 10,795 mi. "
2018 Porsche 718 Cayman Base,"$52,800 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,2.0L H4 16V GDI DOHC Turbo," 21,245 mi. "
2008 Honda Civic LX,"$5,999 ", Front-wheel Drive ,Gasoline ,Automatic 5-Speed,4 Cylinder Engine," 129,600 mi. "
2015 BMW 750 i xDrive,"$20,895 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo," 99,288 mi. "
2016 Mercedes-Benz E-Class E 550,"$22,995 ", Rear-wheel Drive ,Gasoline ,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo," 92,829 mi. "
2010 Mercedes-Benz C-Class C 350,"$11,485 ", Rear-wheel Drive ,Gasoline ,7-Speed Automatic,3.5L V6 24V MPFI DOHC," 66,181 mi. "
2016 Mercedes-Benz E-Class E 350,"$27,895 ", Rear-wheel Drive ,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC," 6,638 mi. "
2019 Mercedes-Benz S-Class S 560,"$97,000 ", Rear-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo," 10,112 mi. "
2023 Aston Martin DBX 707,"$272,486 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 20 mi. 
2017 Mercedes-Benz AMG S 63 Base 4MATIC,"$79,000 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo," 54,936 mi. "
2016 Jaguar XF S,"$25,500 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged," 40,569 mi. "
2022 Dodge Challenger R/T Scat Pack,"$62,400 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV," 1,109 mi. "
1988 Chevrolet 2500 Silverado,"$21,950 ", Rear-wheel Drive ,Gasoline ,Automatic,5.7L V8 16V OHV," 63,053 mi. "
2023 Toyota Tundra SR5,"$53,293 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 8 mi. 
2023 Toyota Tundra Limited,"$60,906 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 8 mi. 
2023 Nissan Pathfinder SL,"$44,886 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 2 mi. 
2023 Cadillac XT4 Luxury,"$40,523 ", Front-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 598 mi. 
2023 Cadillac CT5-V V-Series,"$65,240 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 3 mi. 
2023 Cadillac XT4 Sport,"$45,920 ", Front-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 2 mi. 
2019 BMW 430 i,"$39,995 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 12,565 mi. "
2020 Jeep Grand Cherokee Altitude,"$34,995 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 41,225 mi. "
2020 Audi A5 2.0T Premium,"$37,995 ", All-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo," 21,012 mi. "
2022 Chevrolet Camaro 1LT,"$36,995 ", Rear-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo," 4,609 mi. "
2023 Chevrolet Traverse LS,"$33,665 ", Front-wheel Drive ,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC, 5 mi. 
2023 Chevrolet Traverse Premier,"$48,740 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC, 5 mi. 
2022 Genesis G70 2.0T,"$40,990 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 8,658 mi. "
2021 Jeep Wrangler Unlimited Sahara,"$34,500 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 46,226 mi. "
2022 Hyundai Santa Fe XRT,"$31,990 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC," 7,710 mi. "
2023 Hyundai IONIQ 6 SEL,"$52,525 ", All-wheel Drive ,– ,1-Speed Automatic,Electric, – 
2023 Genesis G90 3.5T,"$90,260 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, – 
2023 Audi Q5 45 S line Premium Plus,"$51,097 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 11 mi. 
2023 Dodge Hornet GT Plus,"$37,805 ", AWD ,Gasoline ,9-Speed Automatic,2.0L I4 DOHC, 11 mi. 
2023 Land Rover Defender 90 X-Dynamic SE,"$93,475 ", Four-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 4 mi. 
2023 Jaguar F-TYPE P450 R-Dynamic,"$99,580 ", All-wheel Drive ,Gasoline ,Automatic,V8, 4 mi. 
2016 Subaru Outback 2.5i Limited,"$35,115 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC," 65,000 mi. "
2023 Land Rover Defender 90 X,"$98,180 ", Four-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 4 mi. 
2020 BMW X3 PHEV xDrive30e,"$43,500 ", All-wheel Drive ,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid," 10,604 mi. "
2014 Chevrolet Camaro 2SS,"$28,500 ", Rear-wheel Drive ,Gasoline ,6-Speed Automatic,6.2L V8 16V MPFI OHV," 46,261 mi. "
2022 Chevrolet Tahoe RST,"$70,999 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV," 15,296 mi. "
2021 Chevrolet Corvette Stingray w/2LT,"$81,500 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic with Auto-Shift,6.2L V8 16V GDI OHV," 11,952 mi. "
2022 Jeep Grand Cherokee L Limited,"$44,991 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 25,107 mi. "
2022 Chevrolet Camaro LT1,"$43,500 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV, 211 mi. 
2016 Chevrolet Silverado 1500 LTZ,"$29,995 ", Four-wheel Drive ,Gasoline ,6-Speed Electronically Controlled Automatic with O,5.3L V8 16V GDI OHV," 89,080 mi. "
2019 Hyundai Santa Fe XL SE,"$24,687 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,3.3L V6 24V GDI DOHC," 40,227 mi. "
2022 RAM 1500 Limited,"$66,294 ", Four-wheel Drive ,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 4 mi. 
2023 Chevrolet Colorado LT,"$39,880 ", Four-wheel Drive ,Gasoline ,Automatic,2.7L I4 16V GDI DOHC Turbo, 2 mi. 
2023 Chevrolet Tahoe LS,"$63,930 ", Four-wheel Drive ,Gasoline ,Automatic,5.3L V8 16V GDI OHV, 2 mi. 
2015 Ford F-350 XLT,"$28,589 ", Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel," 160,538 mi. "
2022 Chevrolet Silverado 1500 Limited RST,"$62,499 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV, 12 mi. 
2023 Volvo XC40 Recharge Pure Electric Twin Core,"$55,340 ", All-wheel Drive ,1-Speed Automatic,Electric, YV4ED3UK9P2974434 ,"

Heated SeatsNavigation SystemPower Liftgate

"
2023 Volvo XC90 B6 Ultimate 6-Seater,"$66,000 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo," 3,661 mi. "
2022 Volkswagen Atlas 3.6L SE w/Technology,"$40,315 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC," 7,298 mi. "
2019 Honda Odyssey EX-L,"$33,000 ", Front-wheel Drive ,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC," 50,147 mi. "
2020 Honda Pilot EX-L,"$31,300 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC," 43,545 mi. "
2020 Honda CR-V Hybrid Touring,"$32,500 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid," 42,605 mi. "
2021 Nissan Altima 2.5 SV,"$19,250 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.5L I4 16V GDI DOHC," 76,535 mi. "
2022 BMW 750 i xDrive,"$109,991 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo," 2,036 mi. "
2022 BMW 750 i xDrive,"$98,500 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo," 8,841 mi. "
2022 BMW 840 i,"$68,983 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo," 20,824 mi. "
2021 BMW X6 xDrive40i,"$56,983 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo," 43,699 mi. "
2022 Porsche Taycan Base,"$99,995 ", Rear-wheel Drive ,Automatic,Electric, WP0AA2Y16NSA16809 ,"

Heated SeatsNavigation System

"
2023 Audi e-tron GT Premium Plus,"$106,990 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUFJBFW4P7002718 ,"

Heated SeatsKeyless StartNavigation System

"
2023 Audi e-tron GT Premium Plus,"$111,215 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUFJBFW1P7002840 ,"

Heated SeatsKeyless StartNavigation System

"
2023 Audi e-tron GT Prestige,"$117,615 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUDJBFW0P7005431 ,"

Heated SeatsKeyless StartNavigation System

"
2023 Audi e-tron GT Premium Plus,"$107,215 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUFJBFW5P7003795 ,"

Heated SeatsKeyless StartNavigation System

"
2020 GMC Sierra 1500 Elevation,"$36,861 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo," 69,300 mi. "
2023 Audi e-tron GT Premium Plus,"$120,415 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUCJBFWXP7000717 ,"

Adaptive Cruise ControlHeated Seats

"
2023 Audi e-tron GT Premium Plus,"$120,415 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUCJBFW8P7000862 ,"

Adaptive Cruise ControlHeated Seats

"
2023 Audi e-tron GT Premium Plus,"$120,415 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUCJBFWXP7000880 ,"

Adaptive Cruise ControlHeated Seats

"
2022 Audi e-tron S Prestige,"$85,880 ", All-wheel Drive ,1-Speed Automatic,Electric, WA13CBGE8NB046926 ,"

Adaptive Cruise ControlHeated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2020 Nissan Leaf SV,"$23,793 ", Front-wheel Drive ,1-Speed Automatic,Electric, 1N4AZ1CP0LC304818 ,"

Adaptive Cruise ControlKeyless StartNavigation System

"
2023 Kia Sportage X-Line,"$35,090 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC, 10 mi. 
2016 Acura ILX 2.4L,"$22,006 ", Front-wheel Drive ,Gasoline ,8-Speed,2.4L I4 16V GDI DOHC," 27,012 mi. "
2020 BMW 540 i xDrive,"$33,720 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo," 82,991 mi. "
2021 Ford F-250 XLT,"$52,450 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel," 25,003 mi. "
2016 Tesla Model S P90D,"$37,000 ", All-wheel Drive ,1-Speed Automatic,Electric, 5YJSA1E48GF125377 ,"

Heated SeatsKeyless StartNavigation SystemRemote Start

"
2021 Ford F-150 XLT,"$42,450 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC," 34,670 mi. "
2019 Lincoln Navigator L Reserve,"$39,987 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 104,437 mi. "
2016 Tesla Model X P90D,"$45,000 ", All-wheel Drive ,1-Speed Automatic,Electric, 5YJXCAE49GFS00300 ,"

Heated SeatsNavigation SystemPower LiftgateRemote Start

"
2022 Ford F-150 XLT,"$38,950 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 10 mi. 
2022 Ford Bronco Raptor,"$98,986 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo," 1,826 mi. "
2018 BMW i3 94Ah s w/Range Extender,"$22,450 ", Rear-wheel Drive ,1-Speed Automatic,Electric, WBY7Z8C5XJVB87005 ,"

Heated SeatsKeyless StartNavigation System

"
2022 Subaru Legacy Limited XT,"$30,400 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo," 10,263 mi. "
2021 Tesla Model Y Standard Range,"$40,000 ", Rear-wheel Drive ,1-Speed Automatic,Electric, 5YJYGDED2MF107303 ,"

Adaptive Cruise ControlHeated SeatsHeated Steering WheelKeyless StartNavigation SystemPower Liftgate

"
2023 Hyundai IONIQ 6 SEL,"$52,770 ", All-wheel Drive ,– ,1-Speed Automatic,Electric, 5 mi. 
2023 Genesis G70 2.0T,"$47,390 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 5,198 mi. "
2023 Hyundai IONIQ 6 SE,"$50,775 ", All-wheel Drive ,1-Speed Automatic,Electric, KMHM24AC9PA022154 ,"

Heated SeatsNavigation System

"
2015 Lamborghini Aventador LP700-4,"$345,000 ", All-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,6.5L V12 48V MPFI DOHC," 10,883 mi. "
2020 Lexus LX 570 Three-Row,"$78,777 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 32V MPFI DOHC," 27,830 mi. "
2022 Tesla Model X Plaid,"$115,977 ", All-wheel Drive ,1-Speed Automatic,Electric, 7SAXCBE62NF333617 ,"

Adaptive Cruise ControlHeated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2015 Lexus RC 350 Base,"$28,977 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC," 46,629 mi. "
2016 Lexus RX 350 F Sport,"$30,995 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V GDI DOHC," 70,118 mi. "
2019 Lexus GX 460 Luxury,"$52,495 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC," 39,911 mi. "
2020 Lexus ES 350 Base,"$31,777 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC," 80,971 mi. "
2017 Lexus IS 300 Base,"$23,995 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC," 85,681 mi. "
2023 Lexus LC 500 Base,"$115,110 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC, – 
2023 Lexus LS 500 F Sport,"$88,390 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,3.4L V6 24V PDI DOHC Twin Turbo, – 
2022 Lexus ES 350 F Sport,"$48,995 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC," 3,652 mi. "
2019 Dodge Charger GT,"$25,955 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 78,768 mi. "
2020 Chevrolet Impala LT,"$21,361 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC," 72,989 mi. "
2017 GMC Yukon SLT,"$32,416 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV," 94,840 mi. "
2021 Dodge Challenger R/T,"$33,365 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV," 37,135 mi. "
2017 Ford Explorer Limited,"$26,650 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC," 46,929 mi. "
2021 Hyundai Kona SE,"$19,796 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V MPFI DOHC," 58,995 mi. "
2020 GMC Sierra 1500 Elevation,"$39,774 ", Four-wheel Drive ,Gasoline ,Automatic,5.3L V8 16V GDI OHV," 76,989 mi. "
2020 GMC Yukon Denali,"$58,395 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV," 36,769 mi. "
2022 Chevrolet Silverado 1500 Limited RST,"$81,710 ", Four-wheel Drive ,Gasoline ,Automatic,6.2L V8 16V GDI OHV, 21 mi. 
2005 Ford Mustang GT Premium,"$13,949 ", Rear-wheel Drive ,Gasoline ,5-Speed,4.6L V8 24V MPFI SOHC," 61,050 mi. "
2016 Chevrolet Silverado 2500 LT,"$30,481 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,6.0L," 111,442 mi. "
2022 Chevrolet Silverado 1500 RST,"$89,430 ", Four-wheel Drive ,Gasoline ,Automatic,6.2L V8 16V GDI OHV, 5 mi. 
2014 GMC Sierra 1500 SLE,"$22,476 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV," 80,565 mi. "
2014 Audi TT 2.0T Premium Plus quattro,"$24,995 ", All-wheel Drive ,Gasoline ,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo," 46,994 mi. "
2014 Chevrolet Spark 1LT,"$9,493 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.2L I4 16V MPFI DOHC," 53,481 mi. "
2021 Land Rover Range Rover 5.0 Supercharged Autobiography,"$113,993 ", Four-wheel Drive ,Gasoline ,Automatic,V8," 8,579 mi. "
2014 Toyota Camry L,"$16,993 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC," 23,267 mi. "
2021 Land Rover Range Rover 5.0 Supercharged Autobiography,"$113,993 ", Four-wheel Drive ,Gasoline ,Automatic,V8," 8,579 mi. "
2015 Toyota Venza LE,"$16,993 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.7L I4 16V MPFI DOHC," 76,879 mi. "
2017 Hyundai Elantra SE,"$13,493 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC," 58,916 mi. "
2007 Honda CR-V EX,"$10,493 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,2.4L I4 16V MPFI DOHC," 91,222 mi. "
2023 Honda CR-V EX,"$34,310 ", All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, – 
2023 Honda Pilot EX-L 8-Passenger,"$45,395 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC, 5 mi. 
2023 Ford Mustang Mach 1,"$62,000 ", Rear-wheel Drive ,Gasoline ,TREMEC 6-Speed Manual,5.0L V8 32V PDI DOHC, 10 mi. 
2020 Lexus RX 350 Base,"$40,797 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC," 27,680 mi. "
2023 Dodge Durango SXT,"$38,719 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 10 mi. 
2023 Dodge Durango SRT Hellcat,"$104,573 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,6.2L V8 Supercharged, 10 mi. 
2023 Jeep Grand Cherokee L Laredo,"$44,995 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 1,089 mi. "
2020 Jeep Grand Cherokee Limited,"$31,997 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 57,144 mi. "
2020 Jeep Grand Cherokee Limited,"$36,295 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 24,891 mi. "
2023 Acura Integra A-Spec,"$32,995 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo," 1,904 mi. "
