Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2022 BMW X7 xDrive40i,77800,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,10795
2018 Porsche 718 Cayman Base,52800,Rear-wheel Drive,Gasoline,6-Speed Manual,2.0L H4 16V GDI DOHC Turbo,21245
2008 Honda Civic LX,5999,Front-wheel Drive,Gasoline,Automatic 5-Speed,4 Cylinder Engine,129600
2015 BMW 750 i xDrive,20895,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,99288
2016 Mercedes-Benz E-Class E 550,22995,Rear-wheel Drive,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,92829
2010 Mercedes-Benz C-Class C 350,11485,Rear-wheel Drive,Gasoline,7-Speed Automatic,3.5L V6 24V MPFI DOHC,66181
2016 Mercedes-Benz E-Class E 350,27895,Rear-wheel Drive,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,6638
2019 Mercedes-Benz S-Class S 560,97000,Rear-wheel Drive,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,10112
2023 Aston Martin DBX 707,272486,All-wheel Drive,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,20
2017 Mercedes-Benz AMG S 63 Base 4MATIC,79000,All-wheel Drive,Gasoline,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo,54936
2016 Jaguar XF S,25500,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,40569
2022 Dodge Challenger RT Scat Pack,62400,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,1109
1988 Chevrolet 2500 Silverado,21950,Rear-wheel Drive,Gasoline,Automatic,5.7L V8 16V OHV,63053
2023 Toyota Tundra SR5,53293,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,8
2023 Toyota Tundra Limited,60906,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,8
2023 Nissan Pathfinder SL,44886,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,2
2023 Cadillac XT4 Luxury,40523,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,598
2023 Cadillac CT5-V V-Series,65240,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,3
2023 Cadillac XT4 Sport,45920,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,2
2019 BMW 430 i,39995,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,12565
2020 Jeep Grand Cherokee Altitude,34995,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,41225
2020 Audi A5 2.0T Premium,37995,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,21012
2022 Chevrolet Camaro 1LT,36995,Rear-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,4609
2023 Chevrolet Traverse LS,33665,Front-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,5
2023 Chevrolet Traverse Premier,48740,All-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,5
2022 Genesis G70 2.0T,40990,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,8658
2021 Jeep Wrangler Unlimited Sahara,34500,Four-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,46226
2022 Hyundai Santa Fe XRT,31990,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,7710
2023 Hyundai IONIQ 6 SEL,52525,All-wheel Drive,,1-Speed Automatic,NoInfo,
2023 Genesis G90 3.5T,90260,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,
2023 Audi Q5 45 S line Premium Plus,51097,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,11
2023 Dodge Hornet GT Plus,37805,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 DOHC,11
2023 Land Rover Defender 90 X-Dynamic SE,93475,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,4
2023 Jaguar F-TYPE P450 R-Dynamic,99580,All-wheel Drive,Gasoline,Automatic,NoInfo,4
2016 Subaru Outback 2.5i Limited,35115,All-wheel Drive,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,65000
2023 Land Rover Defender 90 X,98180,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,4
2020 BMW X3 PHEV xDrive30e,43500,All-wheel Drive,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,10604
2014 Chevrolet Camaro 2SS,28500,Rear-wheel Drive,Gasoline,6-Speed Automatic,6.2L V8 16V MPFI OHV,46261
2022 Chevrolet Tahoe RST,70999,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,15296
2021 Chevrolet Corvette Stingray w2LT,81500,Rear-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,6.2L V8 16V GDI OHV,11952
2022 Jeep Grand Cherokee L Limited,44991,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,25107
2022 Chevrolet Camaro LT1,43500,Rear-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,211
2016 Chevrolet Silverado 1500 LTZ,29995,Four-wheel Drive,Gasoline,6-Speed Electronically Controlled Automatic with O,5.3L V8 16V GDI OHV,89080
2019 Hyundai Santa Fe XL SE,24687,All-wheel Drive,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,40227
2022 RAM 1500 Limited,66294,Four-wheel Drive,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,4
2023 Chevrolet Colorado LT,39880,Four-wheel Drive,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,2
2023 Chevrolet Tahoe LS,63930,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,2
2015 Ford F-350 XLT,28589,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,160538
2022 Chevrolet Silverado 1500 Limited RST,62499,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,12
2023 Volvo XC40 Recharge Pure Electric Twin Core,55340,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Volvo XC90 B6 Ultimate 6-Seater,66000,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,3661
2022 Volkswagen Atlas 3.6L SE wTechnology,40315,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,7298
2019 Honda Odyssey EX-L,33000,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,50147
2020 Honda Pilot EX-L,31300,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,43545
2020 Honda CR-V Hybrid Touring,32500,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,42605
2021 Nissan Altima 2.5 SV,19250,All-wheel Drive,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,76535
2022 BMW 750 i xDrive,109991,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,2036
2022 BMW 750 i xDrive,98500,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,8841
2022 BMW 840 i,68983,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,20824
2021 BMW X6 xDrive40i,56983,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,43699
2022 Porsche Taycan Base,99995,Rear-wheel Drive,Automatic,Electric,NoInfo,
2023 Audi e-tron GT Premium Plus,106990,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Audi e-tron GT Premium Plus,111215,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Audi e-tron GT Prestige,117615,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Audi e-tron GT Premium Plus,107215,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2020 GMC Sierra 1500 Elevation,36861,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,69300
2023 Audi e-tron GT Premium Plus,120415,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Audi e-tron GT Premium Plus,120415,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Audi e-tron GT Premium Plus,120415,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2022 Audi e-tron S Prestige,85880,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2020 Nissan Leaf SV,23793,Front-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Kia Sportage X-Line,35090,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,10
2016 Acura ILX 2.4L,22006,Front-wheel Drive,Gasoline,8-Speed,2.4L I4 16V GDI DOHC,27012
2020 BMW 540 i xDrive,33720,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,82991
2021 Ford F-250 XLT,52450,Four-wheel Drive,Diesel,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,25003
2016 Tesla Model S P90D,37000,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2021 Ford F-150 XLT,42450,Four-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,34670
2019 Lincoln Navigator L Reserve,39987,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,104437
2016 Tesla Model X P90D,45000,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2022 Ford F-150 XLT,38950,Rear-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,10
2022 Ford Bronco Raptor,98986,Four-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1826
2018 BMW i3 94Ah s wRange Extender,22450,Rear-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2022 Subaru Legacy Limited XT,30400,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,10263
2021 Tesla Model Y Standard Range,40000,Rear-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Hyundai IONIQ 6 SEL,52770,All-wheel Drive,,1-Speed Automatic,NoInfo,5
2023 Genesis G70 2.0T,47390,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5198
2023 Hyundai IONIQ 6 SE,50775,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2015 Lamborghini Aventador LP700-4,345000,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,6.5L V12 48V MPFI DOHC,10883
2020 Lexus LX 570 Three-Row,78777,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 32V MPFI DOHC,27830
2022 Tesla Model X Plaid,115977,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2015 Lexus RC 350 Base,28977,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,46629
2016 Lexus RX 350 F Sport,30995,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,70118
2019 Lexus GX 460 Luxury,52495,Four-wheel Drive,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,39911
2020 Lexus ES 350 Base,31777,Front-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,80971
2017 Lexus IS 300 Base,23995,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC,85681
2023 Lexus LC 500 Base,115110,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,
2023 Lexus LS 500 F Sport,88390,All-wheel Drive,Gasoline,10-Speed Automatic,3.4L V6 24V PDI DOHC Twin Turbo,
2022 Lexus ES 350 F Sport,48995,Front-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,3652
2019 Dodge Charger GT,25955,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,78768
2020 Chevrolet Impala LT,21361,Front-wheel Drive,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,72989
2017 GMC Yukon SLT,32416,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,94840
2021 Dodge Challenger RT,33365,Rear-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,37135
2017 Ford Explorer Limited,26650,Four-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,46929
2021 Hyundai Kona SE,19796,All-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,58995
2020 GMC Sierra 1500 Elevation,39774,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,76989
2020 GMC Yukon Denali,58395,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,36769
2022 Chevrolet Silverado 1500 Limited RST,81710,Four-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,21
2005 Ford Mustang GT Premium,13949,Rear-wheel Drive,Gasoline,5-Speed,4.6L V8 24V MPFI SOHC,61050
2016 Chevrolet Silverado 2500 LT,30481,Four-wheel Drive,Gasoline,6-Speed Automatic,NoInfo,111442
2022 Chevrolet Silverado 1500 RST,89430,Four-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,5
2014 GMC Sierra 1500 SLE,22476,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,80565
2014 Audi TT 2.0T Premium Plus quattro,24995,All-wheel Drive,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,46994
2014 Chevrolet Spark 1LT,9493,Front-wheel Drive,Gasoline,Automatic CVT,1.2L I4 16V MPFI DOHC,53481
2021 Land Rover Range Rover 5.0 Supercharged Autobiography,113993,Four-wheel Drive,Gasoline,Automatic,NoInfo,8579
2014 Toyota Camry L,16993,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,23267
2021 Land Rover Range Rover 5.0 Supercharged Autobiography,113993,Four-wheel Drive,Gasoline,Automatic,NoInfo,8579
2015 Toyota Venza LE,16993,All-wheel Drive,Gasoline,6-Speed Automatic,2.7L I4 16V MPFI DOHC,76879
2017 Hyundai Elantra SE,13493,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,58916
2007 Honda CR-V EX,10493,Four-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,91222
2023 Honda CR-V EX,34310,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,
2023 Honda Pilot EX-L 8-Passenger,45395,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5
2023 Ford Mustang Mach 1,62000,Rear-wheel Drive,Gasoline,TREMEC 6-Speed Manual,5.0L V8 32V PDI DOHC,10
2020 Lexus RX 350 Base,40797,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,27680
2023 Dodge Durango SXT,38719,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,10
2023 Dodge Durango SRT Hellcat,104573,All-wheel Drive,Gasoline,8-Speed Automatic,6.2L V8 Supercharged,10
2023 Jeep Grand Cherokee L Laredo,44995,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1089
2020 Jeep Grand Cherokee Limited,31997,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,57144
2020 Jeep Grand Cherokee Limited,36295,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,24891
2023 Acura Integra A-Spec,32995,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1904
2019 Toyota Corolla L,16187,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,77545
2020 Acura RDX A-Spec,33487,All-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,48714
2023 Lexus LS 500 Base,,All-wheel Drive,Gasoline,10-Speed Automatic with Overdrive,3.4L V6 24V PDI DOHC Twin Turbo,0
2023 Lexus RX 350h Premium Plus,,All-wheel Drive,Hybrid,1-Speed CVT with Overdrive,2.5L I4 16V PDI DOHC Hybrid,0
2023 Lexus RX 350h Luxury,,All-wheel Drive,Hybrid,1-Speed CVT with Overdrive,2.5L I4 16V PDI DOHC Hybrid,4
2023 Lexus RX 350h Premium Plus,,All-wheel Drive,Hybrid,1-Speed CVT with Overdrive,2.5L I4 16V PDI DOHC Hybrid,0
2014 Lexus LS 460 Base,20995,Rear-wheel Drive,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,112201
2023 Toyota Tundra Platinum,67267,Four-wheel Drive,Gasoline,OTHER,3.5L V6 24V PDI DOHC Twin Turbo,
2023 Jaguar F-TYPE P450 R-Dynamic,90430,All-wheel Drive,Gasoline,Automatic,NoInfo,20
2023 Mercedes-Benz AMG G 63 4MATIC,,NoInfo,Gasoline,9-Speed Automatic,NoInfo,12
2015 Mercedes-Benz GLK-Class GLK 350 4MATIC,18777,All-wheel Drive,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,80966
2019 Ford F-150 XLT,30898,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,66263
2023 INFINITI QX60 AUTOGRAPH,68030,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,1
2023 INFINITI Q50 LUXE,44400,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5
2023 Toyota Camry XSE,35603,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,3
2023 Toyota Tundra 1794,68718,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,3
2023 Toyota Tundra SR5,53293,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5
2021 Toyota Tacoma TRD Off Road,37000,Four-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L211,40277
2023 Toyota Tundra Limited,62000,Four-wheel Drive,Gasoline,Automatic,Twin Turbo Regular Unleaded V-6 3.4 L210,10
2015 Chevrolet Sonic LT,9900,Front-wheel Drive,Gasoline,6-Speed Automatic,1.8L I4 16V MPFI DOHC,69298
2007 Ford Mustang Deluxe,9900,Rear-wheel Drive,Gasoline,5-Speed Automatic,4.0L V6 12V MPFI SOHC,94021
2008 Jeep Grand Cherokee Overland,16900,Four-wheel Drive,Gasoline,5-Speed Automatic,5.7L V8 16V MPFI OHV,84113
2004 Ford Mustang Deluxe,10900,Rear-wheel Drive,Gasoline,5-Speed Manual,3.8L V6 12V MPFI OHV,58944
2006 Buick LaCrosse CXL,12900,Front-wheel Drive,Gasoline,4-Speed Automatic,3.8L V6 12V MPFI OHV,32670
2014 Ford Mustang V6 Premium,20900,Rear-wheel Drive,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,60592
2023 Acura Integra A-Spec,35095,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,13
2023 Acura MDX Advance,65195,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,10
2017 Chrysler 200 LX,14877,Front-wheel Drive,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,50841
2017 Ford F-250 Lariat,38977,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,159359
2021 Lincoln Navigator Reserve,67877,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,34413
2018 Ford Explorer XLT,22477,Four-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,85826
2021 Ford Expedition Max Limited,41077,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,81749
2021 Hyundai Kona Ultimate,23577,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Turbo,29512
2021 Kia Telluride EX,36777,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,45016
2023 Chevrolet Corvette Stingray w3LT,101900,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,455
2017 Ford Shelby GT350 Base,55900,Rear-wheel Drive,Gasoline,6-Speed Manual,5.2L V8 32V MPFI DOHC,29663
2019 Toyota 4Runner SR5,37490,Four-wheel Drive,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,67137
2021 Honda Passport Touring,35990,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,29017
2018 Toyota RAV4 LE,16990,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,160329
2018 Volvo V60 T5 Dynamic,18490,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,90719
2021 Toyota Venza LE,35490,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,16992
2022 Toyota Camry Hybrid XLE,37990,Front-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,1971
2020 Toyota RAV4 Hybrid LE,31990,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,33667
2019 Toyota 4Runner Limited,41490,Four-wheel Drive,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,68365
2018 Toyota Tacoma TRD Sport,35490,Four-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,56672
2020 Toyota Tundra Limited,46490,Four-wheel Drive,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,40946
2020 Toyota Tundra Limited,46490,Four-wheel Drive,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,40946
2017 Toyota Prius v Two,25990,Front-wheel Drive,Hybrid,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,20802
2018 Toyota RAV4 XLE,26990,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,52103
2020 Toyota Highlander Limited,42490,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,23094
2020 Toyota 4Runner SR5 Premium,39990,Four-wheel Drive,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,49905
2018 RAM 1500 Big Horn,29990,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,73908
2019 Toyota Tundra SR5,40990,Four-wheel Drive,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,27033
2020 Toyota Highlander XLE,37990,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,37164
2022 Toyota Tundra Limited,54490,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,9115
2022 Toyota Camry Hybrid SE,35490,Front-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,7307
2018 Jeep Wrangler Unlimited Sport,30990,Four-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,53042
2019 Lexus IS 300 Base,33990,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,35809
2020 RAM 1500 Big Horn,36990,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,45746
2023 Nissan Pathfinder Platinum,52100,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,1
2023 Nissan Maxima Platinum,43791,Front-wheel Drive,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,2
2023 Nissan Pathfinder Platinum,50102,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,1
2023 Volvo C40 Recharge Pure Electric Twin Ultimate,54740,All-wheel Drive,Automatic,Electric,NoInfo,
2023 Volvo S90 Recharge Plug-In Hybrid T8 Ultimate,78390,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,19
2019 Mercedes-Benz AMG GLE 43 Base 4MATIC,51995,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,41060
2023 Volvo C40 Recharge Pure Electric Twin Ultimate,54740,All-wheel Drive,Automatic,Electric,NoInfo,
2021 BMW X1 sDrive28i,29680,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,39748
2023 Ford Transit-250 Base,81535,All-wheel Drive,E85 Flex Fuel,10-Speed Automatic with Overdrive,3.5L V6 24V PDI DOHC Flexible Fuel,2
2023 Ford Bronco Badlands,77525,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,621
2023 Ford Bronco Wildtrak,81495,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,2
2023 Ford Bronco Base,73785,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,44
2023 Ford Transit-350 Base,74890,Rear-wheel Drive,E85 Flex Fuel,Automatic,3.5L V6 24V PDI DOHC Flexible Fuel,6
2023 Ford Transit-350 Base,82018,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,6
2022 INFINITI Q60 LUXE,45950,All-wheel Drive,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,486
2023 Audi e-tron GT Premium Plus,119865,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2020 Jaguar F-PACE Prestige P300 AWD Automatic,39390,All-wheel Drive,Gasoline,Automatic,Ingenium 2L I-4 gasoline direct injection DOHC variable valve,38471
2023 Jaguar F-PACE S P250 AWD Automatic,55840,All-wheel Drive,Gasoline,Automatic,2L I-4 gasoline direct injection DOHC variable valve control,1250
2023 Land Rover Range Rover P400 SE,120960,All-wheel Drive,Gasoline,Automatic,Ingenium 3L I-6 gasoline direct injection DOHC CVVL variable v,7
2023 Land Rover Defender 110 S,73500,Four-wheel Drive,Gasoline,Automatic,Ingenium 2L I-4 gasoline direct injection DOHC variable valve,2002
2023 Mercedes-Benz EQB 300 4MATIC,57920,All-wheel Drive,Automatic,Dual Electric Motor,NoInfo,
2023 Jaguar F-PACE SVR P550 AWD Automatic,99580,All-wheel Drive,Gasoline,Automatic,5L V-8 gasoline direct injection DOHC variable valve control,8
2017 Mercedes-Benz E-Class 4MATIC,34220,All-wheel Drive,Gasoline,Automatic,2L I-4 gasoline direct injection DOHC variable valve control,27443
2014 Mercedes-Benz SLK-Class SLK 250,26920,Rear-wheel Drive,Gasoline,Automatic,1.8L I-4 gasoline direct injection DOHC variable valve control,54789
